customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score
713,225,7,6858.34,1,1,3,113
714,5,10,7733.0599999999995,4,2,3,423
715,84,7,4123.5199999999995,2,1,1,211
716,199,17,6962.06,1,4,3,143
717,41,10,3307.37,3,2,1,321
718,126,11,7135.05,2,3,3,233
719,156,11,9318.91,1,3,4,134
720,214,10,6714.17,1,2,3,123
721,108,5,1913.06,2,1,1,211
722,161,12,7055.08,1,3,3,133
723,102,15,8432.08,2,4,4,244
724,19,12,8782.05,4,3,4,434
725,97,11,6922.75,2,3,3,233
726,147,7,3443.15,2,1,1,211
727,133,8,3210.01,2,1,1,211
728,93,7,5110.84,2,1,2,212
729,318,5,6065.04,1,1,3,113
730,139,7,4260.57,2,1,1,211
731,93,8,2305.82,2,1,1,211
732,13,5,3096.89,4,1,1,411
733,58,8,5405.62,3,1,2,312
734,64,9,9296.21,3,2,4,324
735,233,6,3209.52,1,1,1,111
736,83,4,1582.91,2,1,1,211
737,123,13,7357.92,2,4,3,243
738,67,12,11719.029999999999,3,3,4,334
739,14,19,11750.47,4,4,4,444
740,86,12,4327.360000000001,2,3,2,232
741,65,9,3019.87,3,2,1,321
742,30,13,10930.4,4,4,4,444
743,130,8,6468.48,2,1,3,213
744,68,11,4949.13,3,3,2,332
745,87,10,7416.8099999999995,2,2,3,223
746,38,12,5299.32,3,3,2,332
747,126,12,8518.06,2,3,4,234
748,45,13,9846.33,3,4,4,344
749,71,4,1534.11,3,1,1,311
750,74,12,4153.73,3,3,1,331
751,104,10,7530.13,2,2,3,223
752,27,6,5940.18,4,1,2,412
753,15,8,4022.16,4,1,1,411
754,72,11,8102.93,3,3,3,333
755,297,11,10176.07,1,3,4,134
756,72,15,9577.0,3,4,4,344
757,112,11,6522.42,2,3,3,233
758,11,12,4423.18,4,3,2,432
759,162,10,5101.42,1,2,2,122
760,14,12,6104.13,4,3,3,433
761,129,11,8551.77,2,3,4,234
762,45,10,6818.61,3,2,3,323
763,98,11,7584.549999999999,2,3,3,233
764,46,9,5453.83,3,2,2,322
765,178,12,6711.73,1,3,3,133
766,181,11,8372.45,1,3,4,134
767,36,9,4843.01,3,2,2,322
768,7,16,12234.34,4,4,4,444
769,12,16,6188.79,4,4,3,443
770,32,9,5734.58,4,2,2,422
771,19,9,10502.16,4,2,4,424
772,102,13,9632.29,2,4,4,244
773,308,6,3914.66,1,1,1,111
774,162,4,2772.21,1,1,1,111
775,8,7,5483.76,4,1,2,412
776,29,12,8471.31,4,3,4,434
777,64,10,4013.92,3,2,1,321
778,2,16,10656.359999999999,4,4,4,444
779,40,9,5071.03,3,2,2,322
780,323,8,3755.4300000000003,1,1,1,111
781,63,16,10086.79,3,4,4,344
782,98,11,4392.71,2,3,2,232
783,147,9,4104.0,2,2,1,221
784,282,4,4347.32,1,1,2,112
785,81,22,19300.68,2,4,4,244
786,49,17,7199.54,3,4,3,343
787,120,8,4461.12,2,1,2,212
788,30,5,3075.67,4,1,1,411
789,176,10,6806.66,1,2,3,123
790,108,7,2605.7,2,1,1,211
791,27,13,8008.13,4,4,3,443
792,11,12,7853.62,4,3,3,433
793,81,7,4123.34,2,1,1,211
794,19,10,4725.46,4,2,2,422
795,50,11,6343.85,3,3,3,333
796,113,9,5157.5599999999995,2,2,2,222
797,73,11,7791.01,3,3,3,333
798,450,7,2922.3100000000004,1,1,1,111
799,182,7,4194.54,1,1,1,111
800,236,9,3521.5099999999998,1,2,1,121
801,73,9,8639.71,3,2,4,324
802,135,10,7560.910000000001,2,2,3,223
803,34,9,7916.549999999999,3,2,3,323
804,132,9,5375.11,2,2,2,222
805,34,10,4409.69,3,2,2,322
806,98,10,10265.06,2,2,4,224
807,113,7,7815.54,2,1,3,213
808,96,11,3478.31,2,3,1,231
809,26,14,15653.3,4,4,4,444
810,232,8,6110.48,1,1,3,113
811,50,16,8766.01,3,4,4,344
812,94,11,10328.35,2,3,4,234
813,41,13,5111.85,3,4,2,342
814,10,9,4876.2699999999995,4,2,2,422
815,131,9,2616.4300000000003,2,2,1,221
816,41,13,4840.37,3,4,2,342
817,30,5,3256.77,4,1,1,411
818,56,8,5626.89,3,1,2,312
819,411,3,2710.63,1,1,1,111
820,101,11,5912.71,2,3,2,232
821,85,9,7025.42,2,2,3,223
822,75,13,11078.44,3,4,4,344
823,7,11,3012.2000000000003,4,3,1,431
824,40,8,2130.98,3,1,1,311
825,126,8,4885.92,2,1,2,212
826,273,9,2061.37,1,2,1,121
827,16,12,9621.35,4,3,4,434
828,77,5,2132.27,2,1,1,211
829,37,7,3197.99,3,1,1,311
830,45,15,6014.87,3,4,2,342
831,157,6,2863.43,1,1,1,111
832,135,8,2406.0,2,1,1,211
833,205,7,6726.04,1,1,3,113
834,79,13,6916.799999999999,2,4,3,243
835,81,19,8173.33,2,4,3,243
836,20,13,7059.08,4,4,3,443
837,191,8,4775.07,1,1,2,112
838,9,11,9752.62,4,3,4,434
839,15,12,8606.68,4,3,4,434
840,384,11,11086.66,1,3,4,134
841,124,10,4731.68,2,2,2,222
842,147,12,6255.22,2,3,3,233
843,6,16,5445.34,4,4,2,442
844,23,11,5496.31,4,3,2,432
845,52,5,2411.0299999999997,3,1,1,311
846,3,17,9805.25,4,4,4,444
847,20,11,4836.32,4,3,2,432
848,216,7,4992.38,1,1,2,112
849,157,8,7044.28,1,1,3,113
850,1,8,5830.92,4,1,2,412
851,10,9,3332.61,4,2,1,421
852,115,7,4723.11,2,1,2,212
853,40,10,7956.84,3,2,3,323
854,30,6,9746.3,4,1,4,414
855,183,8,4215.5599999999995,1,1,1,111
856,57,13,4919.49,3,4,2,342
857,34,10,4315.42,3,2,2,322
858,240,16,14174.81,1,4,4,144
859,50,12,4325.63,3,3,2,332
860,313,5,1332.58,1,1,1,111
861,57,14,9970.41,3,4,4,344
862,41,8,6112.17,3,1,3,313
863,229,13,9043.89,1,4,4,144
864,94,12,6059.3,2,3,3,233
865,151,11,13812.66,2,3,4,234
866,134,11,5483.5599999999995,2,3,2,232
867,96,9,10669.43,2,2,4,224
868,433,7,4824.85,1,1,2,112
869,13,12,7747.6900000000005,4,3,3,433
870,13,14,7850.03,4,4,3,443
871,202,8,6758.25,1,1,3,113
872,161,13,10490.53,1,4,4,144
873,60,14,10384.72,3,4,4,344
874,6,17,9394.03,4,4,4,444
875,216,8,10023.03,1,1,4,114
876,49,10,6543.03,3,2,3,323
877,120,6,2236.23,2,1,1,211
878,108,11,6748.43,2,3,3,233
879,27,11,9748.58,4,3,4,434
880,16,10,5346.49,4,2,2,422
881,192,10,5667.57,1,2,2,122
882,150,5,7867.7699999999995,2,1,3,213
883,79,22,8232.95,2,4,3,243
884,134,8,5782.91,2,1,2,212
885,24,14,9580.449999999999,4,4,4,444
886,346,8,3219.27,1,1,1,111
887,4,15,11247.86,4,4,4,444
888,66,11,7153.13,3,3,3,333
889,275,9,5317.92,1,2,2,122
890,77,9,5940.02,2,2,2,222
891,4,11,2870.5299999999997,4,3,1,431
892,73,11,5952.68,3,3,2,332
893,69,8,4448.69,3,1,2,312
894,50,6,2676.33,3,1,1,311
895,252,6,3394.72,1,1,1,111
896,53,15,8768.32,3,4,4,344
897,9,10,6856.24,4,2,3,423
898,72,11,6893.67,3,3,3,333
899,82,9,4252.67,2,2,1,221
900,22,13,7020.94,4,4,3,443
901,10,9,4344.32,4,2,2,422
902,1,19,11087.27,4,4,4,444
903,81,16,8711.86,2,4,4,244
904,158,8,7286.95,1,1,3,113
905,57,12,14329.66,3,3,4,334
906,44,6,3068.2799999999997,3,1,1,311
907,169,9,4504.21,1,2,2,122
908,166,8,2984.1600000000003,1,1,1,111
909,179,10,10037.85,1,2,4,124
910,284,3,2218.2599999999998,1,1,1,111
911,73,13,5304.849999999999,3,4,2,342
912,48,8,5537.35,3,1,2,312
913,251,6,3394.39,1,1,1,111
914,132,13,7143.19,2,4,3,243
915,7,11,8293.11,4,3,4,434
916,10,21,11397.9,4,4,4,444
917,47,11,7690.46,3,3,3,333
918,402,9,6547.31,1,2,3,123
919,53,18,12117.72,3,4,4,344
920,26,9,7221.8099999999995,4,2,3,423
921,198,10,4069.85,1,2,1,121
922,110,13,9562.77,2,4,4,244
923,10,11,8977.79,4,3,4,434
924,277,11,3794.81,1,3,1,131
925,228,7,4544.67,1,1,2,112
926,34,12,7906.75,3,3,3,333
927,88,14,9015.15,2,4,4,244
928,273,6,1877.71,1,1,1,111
929,241,7,5427.74,1,1,2,112
930,317,6,5448.700000000001,1,1,2,112
931,267,13,7282.089999999999,1,4,3,143
932,83,8,4626.01,2,1,2,212
933,59,7,7149.54,3,1,3,313
934,23,9,7758.17,4,2,3,423
935,16,8,4654.37,4,1,2,412
936,430,7,3776.36,1,1,1,111
937,172,2,608.8,1,1,1,111
938,35,14,11956.09,3,4,4,344
939,142,10,4646.17,2,2,2,222
940,109,8,7533.95,2,1,3,213
941,176,12,10711.62,1,3,4,134
942,111,9,6109.66,2,2,3,223
943,141,11,8205.65,2,3,3,233
944,136,11,6834.99,2,3,3,233
945,343,8,7707.47,1,1,3,113
946,45,11,5625.43,3,3,2,332
947,7,14,3659.22,4,4,1,441
948,5,11,9105.81,4,3,4,434
949,45,14,8120.75,3,4,3,343
950,95,9,5923.88,2,2,2,222
951,31,11,4922.86,4,3,2,432
952,10,15,15307.86,4,4,4,444
953,70,8,4405.5,3,1,2,312
954,108,8,4577.06,2,1,2,212
955,39,13,5420.92,3,4,2,342
956,20,15,10873.56,4,4,4,444
957,129,9,5592.36,2,2,2,222
958,33,15,8851.19,4,4,4,444
959,75,9,2559.75,3,2,1,321
960,39,8,5822.52,3,1,2,312
961,153,8,3076.4,1,1,1,111
962,9,10,4174.36,4,2,1,421
963,17,14,6612.45,4,4,3,443
964,58,12,5975.78,3,3,2,332
965,77,10,6048.8,2,2,3,223
966,48,4,1591.04,3,1,1,311
967,268,5,1544.52,1,1,1,111
968,135,10,10715.43,2,2,4,224
969,328,14,5745.4,1,4,2,142
970,25,7,1329.36,4,1,1,411
971,25,11,9449.529999999999,4,3,4,434
972,2,11,5991.4800000000005,4,3,2,432
973,50,9,6262.99,3,2,3,323
974,68,10,4493.1,3,2,2,322
975,107,8,3673.95,2,1,1,211
976,5,10,5742.24,4,2,2,422
977,18,4,4667.69,4,1,2,412
978,64,7,4572.45,3,1,2,312
979,55,11,8753.09,3,3,4,334
980,90,9,5239.56,2,2,2,222
981,172,11,12510.55,1,3,4,134
982,209,7,5915.82,1,1,2,112
983,168,5,5737.38,1,1,2,112
984,73,12,7509.86,3,3,3,333
985,47,14,7437.39,3,4,3,343
986,199,5,3173.46,1,1,1,111
987,103,9,5355.160000000001,2,2,2,222
988,17,11,5421.49,4,3,2,432
989,103,12,13026.88,2,3,4,234
990,99,6,2648.9700000000003,2,1,1,211
991,36,9,4980.099999999999,3,2,2,322
992,99,11,6097.79,2,3,3,233
993,71,7,6500.67,3,1,3,313
994,57,14,14217.32,3,4,4,344
995,246,6,4950.65,1,1,2,112
996,251,9,3884.0299999999997,1,2,1,121
997,6,10,5559.2,4,2,2,422
998,154,7,5211.34,1,1,2,112
999,11,11,5750.849999999999,4,3,2,432
1000,291,9,7675.71,1,2,3,123
1001,70,7,4642.05,3,1,2,312
1002,145,6,2922.89,2,1,1,211
1003,342,8,4138.14,1,1,1,111
1004,314,8,6181.04,1,1,3,113
1005,27,10,4883.21,4,2,2,422
1006,12,14,9890.89,4,4,4,444
1007,71,15,9085.81,3,4,4,344
1008,6,11,5444.84,4,3,2,432
1009,33,14,5422.74,4,4,2,442
1010,37,10,8194.24,3,2,3,323
1011,35,13,9861.44,3,4,4,344
1012,56,11,6359.92,3,3,3,333
1013,171,10,5231.63,1,2,2,122
1014,38,8,4787.26,3,1,2,312
1015,65,13,7406.44,3,4,3,343
1016,2,12,8491.529999999999,4,3,4,434
1017,82,7,3571.99,2,1,1,211
1018,125,9,5585.48,2,2,2,222
1019,137,17,10874.05,2,4,4,244
1020,122,17,9248.07,2,4,4,244
1021,58,5,4652.76,3,1,2,312
1022,214,9,2472.44,1,2,1,121
1023,695,5,2803.94,1,1,1,111
1024,105,13,10033.67,2,4,4,244
1025,226,11,14743.52,1,3,4,134
1026,89,8,4423.15,2,1,2,212
1027,9,13,8634.49,4,4,4,444
1028,46,3,562.54,3,1,1,311
1029,141,15,12525.92,2,4,4,244
1030,23,13,7408.93,4,4,3,443
1031,180,7,2651.2400000000002,1,1,1,111
1032,40,13,9835.54,3,4,4,344
1033,266,10,3939.6,1,2,1,121
1034,89,16,8663.26,2,4,4,244
1035,294,13,10825.58,1,4,4,144
1036,220,7,3247.95,1,1,1,111
1037,65,10,8703.68,3,2,4,324
1038,21,9,9724.289999999999,4,2,4,424
1039,264,14,6204.21,1,4,3,143
1040,5,10,8180.67,4,2,3,423
1041,87,16,10925.33,2,4,4,244
1042,125,15,10473.58,2,4,4,244
1043,94,12,10238.79,2,3,4,234
1044,48,13,13414.66,3,4,4,344
1045,118,7,4367.21,2,1,2,212
1046,20,11,5940.63,4,3,2,432
1047,15,6,6496.509999999999,4,1,3,413
1048,80,7,5487.55,2,1,2,212
1049,38,4,1803.94,3,1,1,311
1050,60,8,5322.09,3,1,2,312
1051,22,7,4394.94,4,1,2,412
1052,16,6,4561.66,4,1,2,412
1053,134,9,7415.71,2,2,3,223
1054,270,4,1298.03,1,1,1,111
1055,19,2,6675.47,4,1,3,413
1056,69,11,12244.69,3,3,4,334
1057,330,9,5877.81,1,2,2,122
1058,45,9,5347.62,3,2,2,322
1059,14,11,6603.51,4,3,3,433
1060,206,10,8237.41,1,2,3,123
1061,3,6,2589.15,4,1,1,411
1062,30,15,9422.67,4,4,4,444
1063,173,11,7114.17,1,3,3,133
1064,143,8,6002.41,2,1,2,212
1065,326,7,4426.53,1,1,2,112
1066,5,10,3972.7599999999998,4,2,1,421
1067,203,7,4201.79,1,1,1,111
1068,10,12,4644.07,4,3,2,432
1069,79,10,8263.539999999999,2,2,4,224
1070,36,13,7341.7300000000005,3,4,3,343
1071,35,7,4979.05,3,1,2,312
1072,69,11,5675.29,3,3,2,332
1073,131,7,2936.98,2,1,1,211
1074,222,9,5077.02,1,2,2,122
1075,55,9,6060.08,3,2,3,323
1076,21,6,5112.79,4,1,2,412
1077,18,7,6096.4800000000005,4,1,3,413
1078,28,8,5751.959999999999,4,1,2,412
1079,38,14,5940.71,3,4,2,342
1080,167,8,4348.639999999999,1,1,2,112
1081,57,12,9124.67,3,3,4,334
1082,15,10,10362.68,4,2,4,424
1083,125,11,6973.21,2,3,3,233
1084,63,11,6121.42,3,3,3,333
1085,107,9,7807.360000000001,2,2,3,223
1086,245,13,6834.04,1,4,3,143
1087,151,8,7966.58,2,1,3,213
1088,363,8,2171.08,1,1,1,111
1089,84,7,4074.99,2,1,1,211
1090,42,11,5978.14,3,3,2,332
1091,535,3,1810.67,1,1,1,111
1092,62,11,3786.4399999999996,3,3,1,331
1093,34,10,5078.97,3,2,2,322
1094,331,4,1038.05,1,1,1,111
1095,1,8,4669.77,4,1,2,412
1096,266,9,9654.300000000001,1,2,4,124
1097,33,8,8477.44,4,1,4,414
1098,62,15,8351.17,3,4,4,344
1099,15,7,2785.43,4,1,1,411
1100,25,8,4424.41,4,1,2,412
1101,8,10,5387.13,4,2,2,422
1102,58,11,7362.1900000000005,3,3,3,333
1103,6,12,7318.17,4,3,3,433
1104,85,6,4135.91,2,1,1,211
1105,61,18,7774.03,3,4,3,343
1106,36,8,8679.69,3,1,4,314
1107,79,11,7304.03,2,3,3,233
1108,98,6,3113.63,2,1,1,211
1109,334,7,4042.63,1,1,1,111
1110,72,6,3164.09,3,1,1,311
1111,87,9,4486.96,2,2,2,222
1112,93,10,3960.21,2,2,1,221
1113,200,10,4797.98,1,2,2,122
1114,93,14,6172.04,2,4,3,243
1115,32,11,9113.45,4,3,4,434
1116,52,12,7390.37,3,3,3,333
1117,170,6,4138.36,1,1,1,111
1118,17,4,5621.82,4,1,2,412
1119,158,11,5629.31,1,3,2,132
1120,98,10,5110.52,2,2,2,222
1121,9,9,4287.85,4,2,2,422
1122,67,8,3997.85,3,1,1,311
1123,36,14,9683.19,3,4,4,344
1124,15,9,4786.27,4,2,2,422
1125,80,6,5566.83,2,1,2,212
1126,24,16,9486.57,4,4,4,444
1127,129,11,5808.01,2,3,2,232
1128,41,9,3768.36,3,2,1,321
1129,225,12,7144.55,1,3,3,133
1130,263,7,5136.929999999999,1,1,2,112
1131,27,12,6548.88,4,3,3,433
1132,58,12,7700.37,3,3,3,333
1133,81,9,9854.06,2,2,4,224
1134,16,10,12391.16,4,2,4,424
1135,149,7,2471.84,2,1,1,211
1136,17,9,7108.719999999999,4,2,3,423
1137,38,9,6834.89,3,2,3,323
1138,33,17,9989.99,4,4,4,444
1139,29,13,9657.02,4,4,4,444
1140,155,15,9498.01,1,4,4,144
1141,8,10,6231.64,4,2,3,423
1142,371,8,3492.56,1,1,1,111
1143,26,16,6637.55,4,4,3,443
1144,271,14,8868.36,1,4,4,144
1145,546,5,3895.56,1,1,1,111
1146,312,6,4580.35,1,1,2,112
1147,194,4,1746.52,1,1,1,111
1148,296,9,7820.81,1,2,3,123
1149,246,8,2750.72,1,1,1,111
1150,10,6,5039.47,4,1,2,412
1151,14,9,2884.2599999999998,4,2,1,421
1152,8,13,9831.03,4,4,4,444
1153,3,13,5337.49,4,4,2,442
1154,2,13,7599.32,4,4,3,443
1155,4,15,10667.66,4,4,4,444
1156,49,13,13567.07,3,4,4,344
1157,435,12,8446.7,1,3,4,134
1158,27,7,2681.1,4,1,1,411
1159,95,5,3286.27,2,1,1,211
1160,23,10,10485.51,4,2,4,424
1161,43,14,4916.39,3,4,2,342
1162,23,10,7959.6,4,2,3,423
1163,20,11,9189.85,4,3,4,434
1164,25,10,6242.889999999999,4,2,3,423
1165,393,6,8509.529999999999,1,1,4,114
1166,229,6,2280.66,1,1,1,111
1167,29,6,2738.35,4,1,1,411
1168,70,17,10953.289999999999,3,4,4,344
1169,16,10,5842.78,4,2,2,422
1170,50,11,8952.91,3,3,4,334
1171,35,12,4440.71,3,3,2,332
1172,277,8,5823.42,1,1,2,112
1173,60,11,5704.28,3,3,2,332
1174,23,9,3094.29,4,2,1,421
1175,126,11,6545.77,2,3,3,233
1176,65,11,8145.6,3,3,3,333
1177,94,15,13181.05,2,4,4,244
1178,177,10,3212.72,1,2,1,121
1179,55,11,6788.54,3,3,3,333
1180,63,11,7314.3,3,3,3,333
1181,156,7,7052.09,1,1,3,113
1182,44,13,9883.51,3,4,4,344
1183,175,8,2330.48,1,1,1,111
1184,6,13,5819.67,4,4,2,442
1185,8,10,6478.43,4,2,3,423
1186,89,9,7734.299999999999,2,2,3,223
1187,163,12,6398.7,1,3,3,133
1188,29,17,17613.03,4,4,4,444
1189,175,8,1296.99,1,1,1,111
1190,94,5,1958.05,2,1,1,211
1191,30,7,3026.87,4,1,1,411
1192,948,3,1574.8,1,1,1,111
1193,357,9,3436.91,1,2,1,121
1194,37,12,9279.6,3,3,4,334
1195,27,14,7075.88,4,4,3,443
1196,67,13,8865.26,3,4,4,344
1197,75,9,6080.96,3,2,3,323
1198,216,11,4818.98,1,3,2,132
1199,151,18,14445.029999999999,2,4,4,244
1200,8,11,4234.87,4,3,1,431
1201,111,11,9043.24,2,3,4,234
1202,86,9,5668.09,2,2,2,222
1203,9,14,6498.7300000000005,4,4,3,443
1204,152,15,10147.970000000001,2,4,4,244
1205,13,11,4015.4,4,3,1,431
1206,71,8,3987.05,3,1,1,311
1207,42,10,5370.62,3,2,2,322
1208,85,9,6076.82,2,2,3,223
1209,38,14,5946.43,3,4,2,342
1210,36,11,5550.62,3,3,2,332
1211,6,14,9418.08,4,4,4,444
1212,117,11,5746.91,2,3,2,232
1213,73,11,5560.55,3,3,2,332
1214,292,2,3810.2,1,1,1,111
1215,124,10,7241.54,2,2,3,223
1216,26,11,9600.78,4,3,4,434
1217,105,9,5005.9800000000005,2,2,2,222
1218,56,7,4475.73,3,1,2,312
1219,2,17,6208.79,4,4,3,443
1220,126,7,2741.21,2,1,1,211
1221,13,11,8879.75,4,3,4,434
1222,93,10,7047.54,2,2,3,223
1223,65,8,5429.96,3,1,2,312
1224,228,9,6707.77,1,2,3,123
1225,98,7,7833.4400000000005,2,1,3,213
1226,177,8,6016.490000000001,1,1,2,112
1227,110,2,1277.64,2,1,1,211
1228,37,5,2604.25,3,1,1,311
1229,287,12,6804.93,1,3,3,133
1230,194,7,6755.99,1,1,3,113
1231,103,8,5343.99,2,1,2,212
1232,67,16,8044.05,3,4,3,343
1233,144,12,10544.74,2,3,4,234
1234,10,6,2601.6499999999996,4,1,1,411
1235,98,5,4434.86,2,1,2,212
1236,81,11,6701.38,2,3,3,233
1237,46,9,5625.45,3,2,2,322
1238,89,7,4169.37,2,1,1,211
1239,78,13,6678.58,2,4,3,243
1240,520,7,6242.08,1,1,3,113
1241,131,10,6454.6,2,2,3,223
1242,157,10,3594.89,1,2,1,121
1243,24,11,6272.25,4,3,3,433
1244,61,13,6771.65,3,4,3,343
1245,315,5,919.24,1,1,1,111
1246,43,14,9219.5,3,4,4,344
1247,131,11,13187.85,2,3,4,234
1248,130,12,4776.57,2,3,2,232
1249,245,11,6372.46,1,3,3,133
1250,73,12,3888.81,3,3,1,331
1251,112,10,4407.87,2,2,2,222
1252,442,4,2336.17,1,1,1,111
1253,41,12,7786.29,3,3,3,333
1254,36,8,4156.51,3,1,1,311
1255,312,9,4378.14,1,2,2,122
1256,58,8,1372.5,3,1,1,311
1257,16,9,4139.45,4,2,1,421
1258,330,7,2931.59,1,1,1,111
1259,405,4,2991.88,1,1,1,111
1260,152,11,4686.5,2,3,2,232
1261,15,10,2618.34,4,2,1,421
1262,101,8,7831.139999999999,2,1,3,213
1263,92,7,2883.46,2,1,1,211
1264,291,9,5371.879999999999,1,2,2,122
1265,195,8,5390.01,1,1,2,112
1266,82,12,14673.08,2,3,4,234
1267,29,9,4972.8,4,2,2,422
1268,93,5,2496.89,2,1,1,211
1269,15,16,4993.53,4,4,2,442
1270,155,8,3943.2000000000003,1,1,1,111
1271,195,12,5886.48,1,3,2,132
1272,11,12,7286.96,4,3,3,433
1273,34,7,3434.24,3,1,1,311
1274,111,11,5781.32,2,3,2,232
1275,133,8,4545.44,2,1,2,212
1276,140,10,4509.49,2,2,2,222
1277,396,4,328.03999999999996,1,1,1,111
1278,13,7,4531.87,4,1,2,412
1279,211,9,3721.06,1,2,1,121
1280,51,13,8737.15,3,4,4,344
1281,500,7,1602.01,1,1,1,111
1282,74,11,8274.54,3,3,4,334
1283,343,8,7031.17,1,1,3,113
1284,8,11,8501.550000000001,4,3,4,434
1285,79,11,3646.4100000000003,2,3,1,231
1286,169,7,2832.35,1,1,1,111
1287,102,9,5868.01,2,2,2,222
1288,130,10,6107.75,2,2,3,223
1289,30,14,13163.79,4,4,4,444
1290,104,11,8307.95,2,3,4,234
1291,59,8,3657.12,3,1,1,311
1292,338,11,10527.220000000001,1,3,4,134
1293,43,7,2134.3599999999997,3,1,1,311
1294,50,11,6302.83,3,3,3,333
1295,162,7,7803.860000000001,1,1,3,113
1296,155,3,5113.870000000001,1,1,2,112
1297,104,8,2143.36,2,1,1,211
1298,36,11,7935.41,3,3,3,333
1299,222,11,7585.15,1,3,3,133
1300,44,12,5806.0599999999995,3,3,2,332
1301,58,9,5172.549999999999,3,2,2,322
1302,302,5,3711.65,1,1,1,111
1303,4,8,5101.42,4,1,2,412
1304,69,9,8063.41,3,2,3,323
1305,62,20,13861.800000000001,3,4,4,344
1306,17,11,4831.13,4,3,2,432
1307,80,14,7967.78,2,4,3,243
1308,207,10,7333.1900000000005,1,2,3,123
1309,7,11,13797.64,4,3,4,434
1310,37,8,8303.9,3,1,4,314
1311,44,14,5853.74,3,4,2,342
1312,258,4,1689.56,1,1,1,111
1313,250,8,2780.2000000000003,1,1,1,111
1314,89,12,11751.3,2,3,4,234
1315,86,15,12043.96,2,4,4,244
1316,18,8,5562.67,4,1,2,412
1317,2,10,4624.04,4,2,2,422
1318,63,16,11627.02,3,4,4,344
1319,82,16,16333.52,2,4,4,244
1320,256,7,4691.08,1,1,2,112
1321,40,18,10364.49,3,4,4,344
1322,16,16,9298.49,4,4,4,444
1323,168,9,2482.69,1,2,1,121
1324,8,9,5787.150000000001,4,2,2,422
1325,54,11,7515.21,3,3,3,333
1326,18,11,3813.51,4,3,1,431
1327,109,6,2544.05,2,1,1,211
1328,142,5,1642.26,2,1,1,211
1329,5,12,5621.33,4,3,2,432
1330,155,11,4694.29,1,3,2,132
1331,13,7,1786.44,4,1,1,411
1332,19,10,2525.4700000000003,4,2,1,421
1333,142,8,9826.79,2,1,4,214
1334,106,8,3438.88,2,1,1,211
1335,150,9,6856.799999999999,2,2,3,223
1336,5,8,6458.05,4,1,3,413
1337,241,7,2703.54,1,1,1,111
1338,10,12,10257.27,4,3,4,434
1339,22,19,13751.83,4,4,4,444
1340,109,8,3117.33,2,1,1,211
1341,76,11,3985.52,3,3,1,331
1342,124,7,3414.73,2,1,1,211
1343,224,12,8612.89,1,3,4,134
1344,92,8,1811.02,2,2,1,221
1345,98,12,10336.2,2,3,4,234
1346,131,12,7023.01,2,3,3,233
1347,57,8,3854.82,3,2,1,321
1348,334,4,1778.13,1,1,1,111
1349,169,6,5453.57,1,1,2,112
1350,227,7,2096.19,1,1,1,111
1351,141,12,14401.44,2,3,4,234
1352,65,14,11294.5,3,4,4,344
1353,221,9,3449.91,1,2,1,121
1354,141,8,3907.3999999999996,2,2,1,221
1355,76,7,4215.63,3,1,1,311
1356,178,12,8750.369999999999,1,3,4,134
1357,292,7,3208.93,1,1,1,111
1358,13,5,2794.2599999999998,4,1,1,411
1359,25,8,7331.4,4,2,3,423
1360,20,13,13062.6,4,4,4,444
1361,61,6,5731.96,3,1,2,312
1362,37,9,5273.47,3,2,2,322
1363,3,10,6130.76,4,2,3,423
1364,68,9,7101.21,3,2,3,323
1365,3,9,4777.26,4,2,2,422
1366,82,10,7203.28,2,2,3,223
1367,7,8,9681.74,4,2,4,424
1368,5,17,11279.82,4,4,4,444
1369,68,8,4297.18,3,2,2,322
1370,3,10,3026.91,4,2,1,421
1371,10,10,9481.51,4,2,4,424
1372,15,14,13019.99,4,4,4,444
1373,72,11,6165.85,3,3,3,333
1374,38,10,2621.23,3,2,1,321
1375,59,12,9592.64,3,3,4,334
1376,13,17,11980.45,4,4,4,444
1377,79,14,10915.96,2,4,4,244
1378,237,8,5921.73,1,2,2,122
1379,68,8,3065.38,3,2,1,321
1380,37,8,3946.12,3,2,1,321
1381,99,11,6855.25,2,3,3,233
1382,182,9,4359.21,1,2,2,122
1383,4,9,7677.14,4,2,3,423
1384,89,9,3500.2,2,2,1,221
1385,47,5,5340.69,3,1,2,312
1386,298,6,4573.26,1,1,2,112
1387,125,4,2610.2999999999997,2,1,1,211
1388,106,9,8610.48,2,2,4,224
1389,334,5,1577.8000000000002,1,1,1,111
1390,295,5,3195.43,1,1,1,111
1391,48,8,6034.7300000000005,3,2,3,323
1392,138,9,6845.5599999999995,2,2,3,223
1393,3,12,4164.49,4,3,1,431
1394,22,15,13354.45,4,4,4,444
1395,92,13,9945.01,2,4,4,244
1396,51,12,7578.0,3,3,3,333
1397,17,9,7114.43,4,2,3,423
1398,385,8,4381.34,1,2,2,122
1399,34,8,8764.05,3,2,4,324
1400,15,8,3547.39,4,2,1,421
1401,109,13,5348.78,2,4,2,242
1402,3,14,7885.94,4,4,3,443
1403,76,11,13899.0,3,3,4,334
1404,259,14,11452.369999999999,1,4,4,144
1405,37,11,5972.44,3,3,2,332
1406,34,10,3439.89,3,2,1,321
1407,19,7,6563.24,4,1,3,413
1408,72,7,3708.31,3,1,1,311
